一	yī
腥	xīng
腰	yāo
腰带	yāodài
腹泻	fùxiè
腹部	fùbù
腺	xiàn
腻	nì
腾	téng
腿	tuǐ
膜	mó
膝盖	xīgài
膨胀	péngzhàng
膳食	shànshí
自	zì
自主	zìzhǔ
自从	zìcóng
自以为是	zìyǐwéishì
自传	zìzhuàn
自信	zìxìn
自信心	zìxìnxīn
自制	zìzhì
自力更生	zìlìgēngshēng
自动	zìdòng
自动自发	zìdòngzìfā
自助	zìzhù
自卑	zìbēi
自卫	zìwèi
自发	zìfā
自古以来	zìgǔyǐlái
自在	zìzài
自大	zìdà
自如	zìrú
自始至终	zìshǐzhìzhōng
自学	zìxué
自尊	zìzūn
自尊心	zìzūnxīn
自己	zìjǐ
自强不息	zìqiángbùxī
自律	zìlǜ
自愿	zìyuàn
自我	zìwǒ
自杀	zìshā
自来水	zìláishuǐ
自此	zìcǐ
自治	zìzhì
自满	zìmăn
自然	zìrán
自然界	zìránjiè
自然而然	zìránérrán
自理	zìlǐ
自由	zìyóu
自由自在	zìyóuzìzài
自相矛盾	zìxiāngmáodùn
自知	zìzhī
自私	zìsī
自私自利	zìsīzìlì
自称	zìchēng
自立	zìlì
自行	zìxíng
自行车	zìxíngchē
自觉	zìjué
自言自语	zìyánzìyǔ
自豪	zìháo
自负	zìfù
自责	zìzé
自费	zìfèi
自身	zìshēn
臭	chòu
至	zhì
至于	zhìyú
至今	zhìjīn
至关重要	zhìguānzhòngyào
至少	zhìshǎo
至极	zhìjí
至此	zhìcǐ
致	zhì
致使	zhìshǐ
致力	zhìlì
致力于	zhìlìyú
致命	zhìmìng
致富	zhìfù
致意	zhìyì
致敬	zhìjìng
致死	zhìsǐ
致胜	zhìshèng
致词	zhìcí
致谢	zhìxiè
致辞	zhìcí
舅妈	jiùmā
舅舅	jiùjiù
舅舅(˙ㄐㄧㄡ)	jiùjiu
舆论	yúlùn
舌头	shétou
舍不得	shěbùdé
舍弃	shěqì
舍得	shěde
舒展	shūzhăn
舒服	shūfú
舒服(˙ㄈㄨ)	shūfu
舒畅	shūchàng
舒缓	shūhuǎn
舒适	shūshì
舔	tiǎn
舞	wǔ
舞动	wǔdòng
舞厅	wǔtīng
舞台	wǔtái
舞蹈	wǔdǎo
舟	zhōu
航天	hángtiān
航天员	hángtiānyuán
航海	hánghǎi
航班	hángbān
航空	hángkōng
航空信	hángkōngxìn
航行	hángxíng
航运	hángyùn
般	bān
舱	cāng
舵手	duòshǒu
船	chuán
船只	chuánzhī
船员	chuányuán
船桨	chuánjiǎng
船舶	chuánbó
船长	chuánzhǎng
艘	sōu
良	liáng
良好	liánghǎo
良心	liángxīn
良性	liángxìng
良机	liángjī
艰困	jiānkùn
艰巨	jiānjù
艰苦	jiānkǔ
艰苦奋斗	jiānkǔfèndòu
艰辛	jiānxīn
艰险	jiānxiǎn
艰难	jiānnán
色	sè
色彩	sècǎi
色情	sèqíng
色泽	sèzé
艳丽	yànlì
艺人	yìrén
艺术	yìshù
艾滋病	àizībìng
节	jié
节俭	jiéjiǎn
节假日	jiéjiàrì
节制	jiézhì
节奏	jiézòu
节庆	jiéqìng
节日	jiérì
节气	jiéqì
节水	jiéshuǐ
节目	jiémù
节省	jiéshěng
节约	jiéyuē
节能	jiénéng
节衣缩食	jiéyīsuōshí
芒果	mángguŏ
芝士	zhīshì
芝麻	zhīmá
芦花	lúhuā
芬芳	fēnfāng
芭蕾	bālěi
芯片	xīnpiàn
花	huā
花卉	huāhuì
花园	huāyuán
花心	huāxīn
花朵	huāduŏ
花样	huāyàng
花瓣	huābàn
花瓶	huāpíng
花生	huāshēng
花盆	huāpén
花纹	huāwén
花色	huāsè
花草	huācăo
花费	huāfèi
芳香	fāngxiāng
芽	yá
苍白	cāngbái
苍蝇	cāngyíng
苏醒	sūxǐng
苗	miáo
苗头	miáotou
苗条	miáotiáo
苛刻	kēkè
苛责	kēzé
若	ruò
若干	ruògān
若无其事	ruòwúqíshì
若有所思	ruòyǒusuǒsī
若非	ruòfēi
苦	kǔ
苦力	kǔlì
苦头	kǔtóu
苦工	kŭgōng
苦心	kǔxīn
苦恼	kǔnǎo
苦笑	kǔxiào
苦练	kǔliàn
苦衷	kŭzhōng
苦闷	kǔmèn
苦难	kǔnàn
英俊	yīngjùn
英勇	yīngyǒng
英文	yīngwén
英语	yīngyǔ
英镑	yīngbàng
英雄	yīngxióng
苹果	píngguǒ
茁壮	zhuózhuàng
茂密	màomì
茂盛	màoshèng
范例	fànlì
范围	fànwéi
范畴	fànchóu
茄子	qiézi
茅台	máotái
茎	jīng
茫然	mángrán
茫茫	mángmáng
茶	chá
茶会	cháhuì
茶具	chájù
茶叶	cháyè
茶道	chádào
茶馆	cháguăn
茶馆儿	cháguǎnér
荆棘	jīngjí
草	cǎo
草丛	căocóng
草原	cǎoyuán
草地	cǎodì
草坪	cǎopíng
草案	cǎoàn
草率	căoshuài
草稿	cǎogǎo
草药	căoyào
荒	huāng
荒凉	huāngliáng
荒唐	huāngtáng
荒废	huāngfèi
荒诞	huāngdàn
荒谬	huāngmiù
荒野	huāngyě
荡漾	dàngyàng
荣幸	róngxìng
荣耀	róngyào
荣获	rónghuò
荣誉	róngyù
荧光	yíngguāng
药	yào
药品	yàopǐn
药店	yàodiàn
药房	yàofáng
药方	yàofāng
药材	yàocái
药水	yàoshuǐ
药片	yàopiàn
药物	yàowù
荷包	hébāo
荷尔蒙	héěrméng
荷花	héhuā
莫	mò
莫名	mòmíng
莫名其妙	mòmíngqímiào
莫大	mòdà
莫过于	mòguòyú
莫非	mòfēi
莲子	liánzi
莲花	liánhuā
获	huò
获准	huòzhǔn
获取	huòqǔ
获奖	huòjiǎng
获得	huòdé
获悉	huòxī
获胜	huòshèng
菁英	jīngyīng
菊花	júhuā
菜	cài
菜单	càidān
菜市场	càishìchǎng
菠菜	bōcài
菩萨	púsà
萌发	méngfā
萌芽	méngyá
萍水相逢	píngshuǐxiāngféng
萎缩	wēisuō
萝卜	luóbo
营	yíng
营业	yíngyè
营养	yíngyǎng
营利	yínglì
营地	yíngdì
营救	yíngjiù
营运	yíngyùn
营造	yíngzào
萧条	xiāotiáo
落	luò
落下	làxià
落伍	luòwŭ
落后	luòhòu
落地	luòdì
落地窗	luòdìchuāng
落实	luòshí
落差	luòchà
落得	luòdé
落户	luòhù
落空	luòkōng
落选	luòxuăn
落魄	luòtuò
著	zhuó
著(ㄓㄠ)急	zhāojí
著1	zhù
著2	zhuó
著作	zhùzuò
著名	zhùmíng
著实	zhuóshí
著想	zháoxiăng
著手	zhuóshŏu
著火	zháohuǒ
著眼	zhuóyăn
著迷	zháomí
著重	zhuózhòng
葡萄	pútáo
葡萄(˙ㄊㄠ)	pútao
葡萄酒	pútáojiǔ
董事	dǒngshì
董事会	dǒngshìhuì
董事长	dǒngshìzhǎng
葬	zàng
葬礼	zànglǐ
葱	cōng
蒙	méng
蒜	suàn
蒸	zhēng
蒸发	zhēngfā
蒸气	zhēngqì
蓄意	xùyì
蓝	lán
蓝图	lántú
蓝天	lántiān
蓝色	lánsè
蓝领	lánlǐng
蓬勃	péngbó
蔓延	mànyán
蔬菜	shūcài
蕴涵	yùnhán
蕴藏	yùncáng
薄	báo
薄弱	bóruò
薪水	xīnshuǐ
薯条	shǔtiáo
薯片	shǔpiàn
藉	jiè
藏	cáng
藏匿	cángnì
藏品	cángpǐn
藏身	cángshēn
藤椅	téngyǐ
藩篱	fánlí
蘑菇	mógū
蘸	zhàn
虎	hǔ
虐待	nüèdài
虔诚	qiánchéng
虚	xū
虚伪	xūwěi
虚假	xūjiǎ
虚幻	xūhuàn
虚弱	xūruò
虚心	xūxīn
虚拟	xūnǐ
虚构	xūgòu
虚荣	xūróng
虫(子)	chóng
虫子	chóngzi
虽	suī
虽然	suīrán
虽说	suīshuō
虾	xiā
虾(子)	xiā
虾米	xiāmĭ
蚂蚁	măyĭ
蚊(子)	wén
蚊子	wénzi
蚊帐	wénzhàng
蚕	cán
蛇	shé
蛋	dàn
蛋白质	dànbáizhì
蛋糕	dàngāo
蛮	mán
蛮横	mánhèng
蜂蜜	fēngmì
蜗牛	guāniú
蜜	mì
蜜月	mìyuè
蜜蜂	mìfēng
蜡	là
蜡烛	làzhú
蜿蜒	wǎnyán
蝉	chán
蝴蝶	húdié
融	róng
融入	róngrù
融化	rónghuà
融合	rónghé
融洽	róngqià
螺丝	luósī
蠢	chǔn
血	xuè
血压	xuèyā
血型	xiěxíng
血栓	xuèshuān
血汗	xiěhàn
血液	xuèyè
血管	xuèguǎn
血统	xiětǒng
血缘	xuèyuán
血脉	xuèmài
血腥	xiěxīng
血迹	xiějī
行	xíng
行业	hángyè
行为	xíngwéi
行事	xíngshì
行人	xíngrén
行使	xíngshǐ
行列	hángliè
行动	xíngdòng
行号	hánghào
行善	xíngshàn
行家	hángjia
行径	xíngjìng
行情	hángqíng
行政	xíngzhèng
行星	xíngxīng
行李	xínglǐ
行礼	xínglǐ
行程	xíngchéng
行走	xíngzǒu
行踪	xíngzōng
行进	xíngjìn
行驶	xíngshǐ
衍生	yǎnshēng
衔接	xiánjiē
街	jiē
街坊	jiēfāng
街头	jiētóu
街角	jiējiǎo
街道	jiēdào
衡量	héngliáng
衣服	yīfú
衣架	yījià
衣柜	yīguì
衣著	yīzhuó
衣衫	yīshān
衣裳	yīshang
衣食住行	yīshízhùxíng
补	bǔ
补习	bǔxí
补习班	bŭxíbān
补偿	bǔcháng
补充	bǔchōng
补助	bǔzhù
补救	bǔjiù
补给	bǔjǐ
补考	bǔkǎo
补课	bǔkè
补贴	bǔtiē
表	biǎo
表决	biǎojué
表彰	biǎozhāng
表态	biǎotài
表情	biǎoqíng
表扬	biǎoyáng
表明	biǎomíng
表格	biǎogé
表演	biǎoyǎn
表率	biǎoshuài
表现	biǎoxiàn
表白	biǎobái
表示	biǎoshì
表达	biǎodá
表述	biǎoshù
表露	biǎolù
表面	biǎomiàn
表面上	biǎomiànshàng
衬托	chèntuō
衬衣	chènyī
衬衫	chènshān
衰减	shuāijiǎn
衰弱	shuāiruò
衰竭	shuāijié
衰老	shuāilǎo
衰退	shuāituì
衷心	zhōngxīn
袋	dài
袋子	dàizi
袖手旁观	xiùshǒupángguān
袖珍	xiùzhēn
袜(子)	wà
袜子	wàzi
被	bèi
被(子)	bèi
被动	bèidòng
被告	bèigào
被子	bèizi
被捕	bèibǔ
被迫	bèipò
袭击	xíjī
裁	cái
裁决	cáijué
裁减	cáijiăn
裁判	cáipàn
裁员	cáiyuán
裁定	cáidìng
裁缝	cáiféng
裂	liè
裂痕	lièhén
裂缝	lièfèng
装	zhuāng
装修	zhuāngxiū
装备	zhuāngbèi
装扮	zhuāngbàn
装潢	zhuānghuáng
装置	zhuāngzhì
装运	zhuāngyùn
装配	zhuāngpèi
装饰	zhuāngshì
裙(子)	qún
裙子	qúnzi
裤(子)	kù
裤子	kùzi
裸	luǒ
裸体	luǒtǐ
裸露	luǒlù
裹	guǒ
褪色	tùnsè
西	xī
西北	xīběi
西医	xīyī
西南	xīnán
西方	xīfāng
西服	xīfú
西洋	xīyáng
西班牙语	xībānyáyǔ
西瓜	xīguā
西红柿	xīhóngshì
西装	xīzhuāng
西边	xībiān
西部	xībù
西餐	xīcān
要	yào
要不	yàobù
要不是	yàobúshì
要不然	yàobùrán
要么	yàome
要命	yàomìng
要好	yàohǎo
要害	yàohài
要强	yàoqiáng
要是	yàoshì
要求	yāoqiú
要点	yàodiǎn
要犯	yàofàn
要素	yàosù
要紧	yàojǐn
要领	yàolǐng
覆盖	fùgài
见	jiàn
见义勇为	jiànyìyǒngwéi
见仁见智	jiànrénjiànzhì
见到	jiàndào
见外	jiànwài
见效	jiànxiào
见解	jiànjiě
见证	jiànzhèng
见识	jiànshí
见过	jiànguò
见钱眼开	jiànqiányǎnkāi
见闻	jiànwén
见面	jiànmiàn
观	guàn
观众	guānzhòng
观光	guānguāng
观察	guānchá
观念	guānniàn
观感	guāngǎn
观摩	guānmó
观望	guānwàng
观测	guāncè
观点	guāndiǎn
观看	guānkàn
观赏	guānshǎng
规划	guīhuà
规则	guīzé
规定	guīdìng
规律	guīlǜ
规格	guīgé
规模	guīmó
规画	guīhuà
规矩	guījǔ
规范	guīfàn
视	shì
视为	shìwèi
视力	shìlì
视听	shìtīng
视察	shìchá
视线	shìxiàn
视而不见	shìérbùjiàn
视觉	shìjué
视角	shìjiǎo
视野	shìyě
视频	shìpín
觉	jué
觉察	juéchá
觉得	juéde
觉悟	juéwù
觉醒	juéxǐng
角	jiǎo
角度	jiǎodù
角色	juésè
角落	jiǎoluò
角逐	juézhú
解	jiě
解体	jiětǐ
解决	jiějué
解剖	jiěpōu
解围	jiěwéi
解开	jiěkāi
解放	jiěfàng
解救	jiějiù
解散	jiěsàn
解析	jiěxī
解渴	jiěkě
解答	jiědá
解约	jiěyuē
解脱	jiětuō
解说	jiěshuō
解读	jiědú
解释	jiěshì
解除	jiěchú
解雇	jiěgù
触动	chùdòng
触及	chùjí
触控	chùkòng
触摸	chùmō
触犯	chùfàn
触目惊心	chùmùjīngxīn
触觉	chùjué
言行	yánxíng
言论	yánlùn
言语	yányǔ
言辞	yáncí
誓言	shìyán
警卫	jĭngwèi
警告	jǐnggào
警官	jǐngguān
警察	jǐngchá
警惕	jǐngtì
警报	jĭngbào
警觉	jĭngjué
警讯	jǐngxùn
警车	jǐngchē
警钟	jǐngzhōng
譬如	pìrú
譬如说	pìrúshuō
计	jì
计划	jìhuà
计时	jìshí
计程车	jìchéngchē
计策	jìcè
计算	jìsuàn
计算机	jìsuànjī
计谋	jìmóu
计较	jìjiào
订	dìng
订位	dìngwèi
订单	dìngdān
订婚	dìnghūn
订定	dìngdìng
订立	dìnglì
订购	dìnggòu
认	rèn
认为	rènwéi
认出	rènchū
认可	rènkě
认同	rèntóng
认定	rèndìng
认得	rènde
认清	rènqīng
认真	rènzhēn
认知	rènzhī
认证	rènzhèng
认识	rènshí
认输	rènshū
认错	rèncuò
讥笑	jīxiào
讨	tǎo
讨人喜欢	tǎorénxǐhuān
讨价还价	tǎojiàhuánjià
讨厌	tǎoyàn
讨好	tǎohǎo
讨论	tǎolùn
让	ràng
让座	ràngzuò
让步	ràngbù
训	xùn
训练	xùnliàn
议	yì
议会	yìhuì
议员	yìyuán
议定	yìdìng
议程	yìchéng
议论	yìlùn
议题	yìtí
记	jì
记住	jìzhù
记叙	jìxù
记号	jìhào
记录	jìlù
记得	jìde
记忆	jìyì
记忆体	jìyìtǐ
记忆犹新	jìyìyóuxīn
记性	jìxìng
记者	jìzhě
记载	jìzǎi
记述	jìshù
讲	jiǎng
讲义	jiăngyì
讲习	jiăngxí
讲价	jiăngjià
讲学	jiǎngxué
讲师	jiǎngshī
讲座	jiǎngzuò
讲求	jiǎngqiú
讲理	jiănglĭ
讲究	jiǎngjiū
讲解	jiǎngjiě
讲话	jiǎnghuà
讲课	jiǎngkè
讲述	jiǎngshù
许	xǔ
许久	xŭjiŭ
许可	xǔkě
许可证	xǔkězhèng
许多	xǔduō
许愿	xŭyuàn
讹诈	ézhà
论	lùn
论坛	lùntán
论文	lùnwén
论点	lùndiăn
论证	lùnzhèng
论述	lùnshù
讽刺	fěngcì
设	shè
设备	shèbèi
设定	shèdìng
设想	shèxiǎng
设施	shèshī
设法	shèfǎ
设立	shèlì
设置	shèzhì
设计	shèjì
设计师	shèjìshī
访谈	fǎngtán
访问	fǎngwèn
诀别	juébié
诀窍	juéqiào
证	zhèng
证书	zhèngshū
证人	zhèngrén
证件	zhèngjiàn
证券	zhèngquàn
证实	zhèngshí
证据	zhèngjù
证明	zhèngmíng
评	píng
评价	píngjià
评估	pínggū
评判	píngpàn
评委	píngwěi
评定	píngdìng
评审	píngshěn
评断	píngduàn
评论	pínglùn
评论员	pínglùnyuán
评语	píngyǔ
评选	píngxuǎn
诅咒	zǔzhòu
识	shí
识别	shíbié
识字	shízì
诈	zhà
诈骗	zhàpiàn
诉求	sùqiú
诉苦	sùkǔ
诉讼	sùsòng
诉说	sùshuō
诊所	zhěnsuǒ
诊断	zhěnduàn
诊治	zhěnzhì
词	cí
词典	cídiǎn
词汇	cíhuì
词语	cíyǔ
译	yì
译本	yìběn
译注	yìzhù
试	shì
试卷	shìjuàn
试图	shìtú
试探	shìtàn
试点	shìdiǎn
试用	shìyòng
试用期	shìyòngqī
试行	shìxíng
试题	shìtí
试验	shìyàn
诗	shī
诗人	shīrén
诗句	shījù
诗意	shīyì
诗歌	shīgē
诚信	chéngxìn
诚如	chéngrú
诚实	chéngshí
诚心	chéngxīn
诚心诚意	chéngxīnchéngyì
诚恳	chéngkěn
诚意	chéngyì
诚挚	chéngzhì
话	huà
话剧	huàjù
话筒	huàtǒng
话语	huàyǔ
话费	huàfèi
话题	huàtí
诞生	dànshēng
诞辰	dànchén
诠释	quánshì
诡异	guǐyì
诡计	guǐjì
询问	xúnwèn
该	gāi
该死	gāisĭ
详尽	xiángjìn
详情	xiángqíng
详细	xiángxì
诧异	chàyì
语文	yŭwén
语气	yǔqì
语法	yǔfǎ
语言	yǔyán
语调	yŭdiào
语音	yǔyīn
误	wù
误会	wùhuì
误区	wùqū
误导	wùdǎo
误差	wùchā
误点	wùdiăn
误解	wùjiě
诱人	yòurén
诱发	yòufā
诱惑	yòuhuò
诱饵	yòuěr
说	shuō
说不上	shuōbùshàng
说不定	shuōbùdìng
说到底	shuōdàodǐ
说实话	shuōshíhuà
说干就干	shuōgànjiùgàn
说情	shuōqíng
说教	shuōjiào
说明	shuōmíng
说明书	shuōmíngshū
说服	shuōfú
说法	shuōfǎ
说白了	shuōbáile
说真的	shuōzhēnde
说穿	shuōchuān
说笑	shuōxiào
说老实话	shuōlǎoshíhuà
说话	shuōhuà
说谎	shuōhuǎng
说起来	shuōqǐlái
说道	shuōdào
说闲话	shuōxiánhuà
请	qǐng
请假	qǐngjià
请坐	qǐngzuò
请客	qǐngkè
请帖	qǐngtiě
请教	qǐngjiào
请柬	qǐngjiǎn
请求	qǐngqiú
请辞	qǐngcí
请进	qǐngjìn
请问	qǐngwèn
诸位	zhūwèi
诸多	zhūduō
诸如	zhūrú
诸如此类	zhūrúcǐlèi
诺言	nuòyán
读	dú
读书	dúshū
读物	dúwù
读者	dúzhě
读音	dúyīn
诽谤	fěibàng
课	kè
课业	kèyè
课堂	kètáng
课外	kèwài
课文	kèwén
课本	kèběn
课程	kèchéng
课题	kètí
谁	shuí
谁知道	shuízhīdào
调	diào
调侃	tiáokǎn
调动	diàodòng
调和	tiáohé
调度	diàodù
调控	tiáokòng
调整	tiáozhěng
调料	tiáoliào
调查	diàochá
调皮	tiáopí
调研	diàoyán
调节	tiáojié
调解	tiáojiě
调试	tiáoshì
调适	tiáoshì
谅解	liàngjiě
谈	tán
谈不上	tánbùshàng
谈判	tánpàn
谈到	tándào
谈论	tánlùn
谈话	tánhuà
谈起	tánqǐ
谋害	móuhài
谋杀	móushā
谋求	móuqiú
谋生	móushēng
谋略	móulüè
谎言	huǎngyán
谎话	huǎnghuà
谚语	yànyǔ
谜	mí
谜团	mítuán
谜底	mídǐ
谜语	míyǔ
谢	xiè
谢天谢地	xiètiānxièdì
谢意	xièyì
谢谢	xièxiè
谣言	yáoyán
谦虚	qiānxū
谦逊	qiānxùn
谨慎	jǐnshèn
谱	pǔ
谴责	qiǎnzé
谷	gǔ
豁	huō
豁出去	huōchūqù
豁达	huòdá
豆制品	dòuzhìpǐn
豆子	dòuzi
豆浆	dòujiāng
豆腐	dòufǔ
豆腐(˙ㄈㄨ)	dòufu
象	xiàng
象征	xiàngzhēng
豪华	háohuá
豪宅	háozhái
豪杰	háojié
豹	bào
贝壳	bèiké
负	fù
负债	fùzhài
负担	fùdān
负有	fùyǒu
负荷	fùhè
负责	fùzé
负责人	fùzérén
负面	fùmiàn
贡献	gòngxiàn
财主	cáizhǔ
财产	cáichǎn
财力	cáilì
财务	cáiwù
财团	cáituán
财富	cáifù
财政	cáizhèng
财物	cáiwù
财经	cáijīng
责任	zérèn
责备	zébèi
责怪	zéguài
责骂	zémà
败	bài
账	zhàng
账单	zhàngdān
账号	zhànghào
账户	zhànghù
货	huò
货品	huòpĭn
货币	huòbì
货物	huòwù
货真价实	huòzhēnjiàshí
货车	huòchē
货运	huòyùn
质地	zhìdì
质朴	zhìpiáo
质疑	zhìyí
质量	zhìliàng
质问	zhìwèn
贩卖	fànmài
贩售	fànshòu
贩毒	fàndú
贪	tān
贪婪	tānlán
贪心	tānxīn
贪污	tānwū
贪玩儿	tānwáner
贫乏	pínfá
贫困	pínkùn
贫富	pínfù
贫民	pínmín
贫穷	pínqióng
贫苦	pínkŭ
贬	biăn
贬值	biǎnzhí
购	gòu
购买	gòumǎi
购物	gòuwù
贮藏	zhùcáng
贯彻	guànchè
贯穿	guànchuān
贯通	guàntōng
贱	jiàn
贴	tiē
贴切	tiēqiè
贴心	tiēxīn
贴身	tiēshēn
贴近	tiējìn
贵	guì
贵姓	guìxìng
贵宾	guìbīn
贵族	guìzú
贵重	guìzhòng
贷款	dàikuǎn
贸易	màoyì
费	fèi
费力	fèilì
费劲	fèijìn
费心	fèixīn
费用	fèiyòng
贺信	hèxìn
贺卡	hèkǎ
贺电	hèdiàn
贼	zéi
贿赂	huìlù
赃物	zāngwù
资产	zīchǎn
资助	zīzhù
资历	zīlì
资料	zīliào
资本	zīběn
资本主义	zīběnzhǔyì
资格	zīgé
资深	zīshēn
资源	zīyuán
资讯	zīxùn
资金	zījīn
赋予	fùyǔ
赌	dǔ
赌博	dǔbó
赌场	dŭchăng
赌注	dǔzhù
赎	shú
赏	shǎng
赏识	shǎngshì
赐	cì
赐予	sìyǔ
赐教	cìjiào
赔	péi
赔偿	péicháng
赔钱	péiqián
赖	lài
赚	zhuàn
赚钱	zhuànqián
赛	sài
赛场	sàichǎng
赛跑	sàipǎo
赛车	sàichē
赞不绝口	zànbùjuékǒu
赞助	zànzhù
赞叹	zàntàn
赞叹不已	zàntànbùyǐ
赞同	zàntóng
赞成	zànchéng
赞扬	zànyáng
赞美	zànměi
赞许	zànxǔ
赞赏	zànshǎng
赠	zèng
赠品	zèngpĭn
赠送	zèngsòng
赡养	shànyǎng
赢	yíng
赢家	yíngjiā
赢得	yíngdé
赤字	chìzì
赫然	hèrán
走	zǒu
走后门	zǒuhòumén
走廊	zǒuláng
走开	zǒukāi
走弯路	zǒuwānlù
走投无路	zǒutóuwúlù
走私	zǒusī
走走	zŏuzŏu
走路	zǒulù
走过	zǒuguò
走过场	zǒuguòchǎng
走近	zǒujìn
走进	zǒujìn
走道	zŏudào
赴	fù
赶	gǎn
赶上	gǎnshàng
赶不上	gǎnbùshàng
赶到	gǎndào
赶往	gǎnwǎng
赶忙	gǎnmáng
赶快	gǎnkuài
赶紧	gǎnjǐn
赶赴	gǎnfù
赶路	gǎnlù
起	qǐ
起伏	qǐfú
起先	qǐxiān
起初	qǐchū
起到	qǐdào
起劲	qǐjìn
起居	qǐjū
起床	qǐchuáng
起来	qǐlái
起步	qǐbù
起源	qǐyuán
起火	qĭhuŏ
起点	qǐdiǎn
起码	qǐmǎ
起程	qǐchéng
起草	qǐcǎo
起诉	qǐsù
起跑线	qǐpǎoxiàn
起飞	qǐfēi
趁	chèn
趁早	chènzǎo
趁机	chènjī
趁着	chènzhe
超	chāo
超乎	chāohū
超人	chāorén
超出	chāochū
超前	chāoqián
超市	chāoshì
超标	chāobiāo
超级	chāojí
超级市场	chāojíshìchăng
超脱	chāotuō
超越	chāoyuè
超车	chāochē
超过	chāoguò
超速	chāosù
超重	chāozhòng
越	yuè
越发	yuèfā
越来越	yuèláiyuè
越过	yuèguò
趋	qū
趋于	qūyú
趋势	qūshì
趟	tàng
趣味	qùwèi
足	zú
足以	zúyǐ
足够	zúgòu
足智多谋	zúzhìduōmóu
足球	zúqiú
足足	zúzú
足迹	zújì
趴	pā
跃	yuè
跌	diē
跌倒	diédăo
跑	pǎo
跑步	pǎobù
跑车	pǎochē
跑道	pǎodào
跑龙套	pǎolóngtào
距	jù
距离	jùlí
跟	gēn
跟上	gēnshàng
跟不上	gēnbùshàng
跟前	gēnqián
跟踪	gēnzōng
跟进	gēnjìn
跟随	gēnsuí
跨	kuà
跨国	kuàguó
跨越	kuàyuè
跪	guì
路	lù
路上	lùshàng
路人	lùrén
路况	lùkuàng
路口	lùkǒu
路子	lùzi
路径	lùjìng
路段	lùduàn
路灯	lùdēng
路程	lùchéng
路线	lùxiàn
路边	lùbiān
路过	lùguò
路途	lùtú
路面	lùmiàn
跳	tiào
跳伞	tiàosǎn
跳动	tiàodòng
跳槽	tiàocáo
跳水	tiàoshuǐ
跳脱	tiàotuō
跳舞	tiàowǔ
跳跃	tiàoyuè
跳远	tiàoyuǎn
跳高	tiàogāo
踊跃	yǒngyuè
踏	tà
踏上	tàshàng
踏实	tàshí
踢	tī
踩	cǎi
踪影	zōngyǐng
踪迹	zōngjī
踹	chuài
蹄	tí
蹦	bèng
蹬	dēng
蹭	cèng
蹲	dūn
身上	shēnshàng
身不由己	shēnbùyóujǐ
身世	shēnshì
身为	shēnwéi
身亡	shēnwáng
身价	shēnjià
身份	shēnfèn
身份证	shēnfènzhèng
身体	shēntǐ
身分	shēnfèn
身分证	shēnfènzhèng
身处	shēnchǔ
身子	shēnzi
身形	shēnxíng
身影	shēnyǐng
身心	shēnxīn
身教	shēnjiào
身材	shēncái
身段	shēnduàn
身躯	shēnqū
身边	shēnbiān
身高	shēngāo
躯体	qūtǐ
躲	duǒ
躲藏	duǒcáng
躲避	duǒbì
躺	tǎng
车	chē
车(子)	chē
车上	chēshàng
车主	chēzhǔ
车位	chēwèi
车厢	chēxiāng
车号	chēhào
车型	chēxíng
车展	chēzhǎn
车牌	chēpái
车票	chēpiào
车祸	chēhuò
车站	chēzhàn
车轮	chēlún
车轴	chēzhóu
车辆	chēliàng
车速	chēsù
车道	chēdào
车间	chējiān
轨迹	guǐjì
轨道	guǐdào
转	zhuǎn
转交	zhuǎnjiāo
转动	zhuǎndòng
转化	zhuǎnhuà
转变	zhuǎnbiàn
转向	zhuǎnxiàng
转告	zhuǎngào
转型	zhuǎnxíng
转学	zhuǎnxué
转帐	zhuănzhàng
转弯	zhuǎnwān
转悠	zhuànyōu
转手	zhuănshŏu
转折	zhuǎnzhé
转折点	zhuǎnzhédiǎn
转换	zhuǎnhuàn
转播	zhuǎnbō
转机	zhuǎnjī
转眼	zhuǎnyǎn
转移	zhuǎnyí
转让	zhuǎnràng
转身	zhuǎnshēn
转载	zhuǎnzǎi
转达	zhuǎndá
轮	lún
轮(子)	lún
轮子	lúnzi
轮廓	lúnkuò
轮换	lúnhuàn
轮椅	lúnyǐ
轮流	lúnliú
轮胎	lúntāi
轮船	lúnchuán
软	ruǎn
软件	ruǎnjiàn
软体	ruăntĭ
软实力	ruǎnshílì
软弱	ruǎnruò
轰	hōng
轰动	hōngdòng
轰炸	hōngzhà
轰轰烈烈	hōnghōnglièliè
轻	qīng
轻伤	qīngshāng
轻型	qīngxíng
轻微	qīngwēi
轻快	qīngkuài
轻易	qīngyì
轻松	qīngsōng
轻柔	qīngróu
轻率	qīngshuài
轻而易举	qīngéryìjǔ
轻蔑	qīngmiè
轻薄	qīngbó
轻视	qīngshì
轻重	qīngzhòng
载	zài
载2	zǎi
载体	zàitǐ
轿子	jiàozi
轿车	jiàochē
较	jiào
较劲	jiàojìn
较量	jiàoliàng
辅佐	fǔzuǒ
辅助	fǔzhù
辅导	fǔdǎo
辆	liàng
辈	bèi
辈子	bèizi
辉煌	huīhuáng
辐射	fúshè
输	shū
输入	shūrù
输出	shūchū
输家	shūjiā
输液	shūyè
输血	shūxuè
输送	shūsòng
辗转	zhǎnzhuǎn
辛劳	xīnláo
辛勤	xīnqín
